scorer,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4669.png,481.8702087402344,255.99749755859375,411.7813518763571,248.1484400809057,357.8587317765987,240.26059711568138,610.5120769915754,322.90359216315244,575.2401733398438,225.22349548339844,471.8490905761719,132.69854736328125,364.4514465332031,167.95626831054688,289.7813720703125,213.62747192382812,447.0315856933594,419.88916015625
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4711.png,515.1832724162067,273.30605023718795,323.5042927132748,332.28419783809005,276.8132591958939,328.5980636130337,564.3317287502919,270.8486274204837,500.4387355159812,195.89723151100395,370.1953262306556,168.86558052725718,281.7281048293024,245.045687845089,235.03707131192164,301.56641262928684,446.37543354848754,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4711.png,515.1832724162067,273.30605023718795,323.5042927132748,332.28419783809005,276.8132591958939,328.5980636130337,564.3317287502919,270.8486274204837,500.4387355159812,195.89723151100395,370.1953262306556,168.86558052725718,281.7281048293024,245.045687845089,235.03707131192164,301.56641262928684,446.37543354848754,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4790.png,560.6455945252354,301.56641262928684,328.4191383466833,295.4228555875262,321.04686989657057,264.70507037872306,603.6504938175599,319.9970837545688,585.2198226922781,237.67341939497624,475.8645073489387,143.06264095186248,378.79630608912055,168.86558052725718,311.21717862975356,192.21109728594752,448.8328563651918,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4790.png,560.6455945252354,301.56641262928684,328.4191383466833,295.4228555875262,321.04686989657057,264.70507037872306,603.6504938175599,319.9970837545688,585.2198226922781,237.67341939497624,475.8645073489387,143.06264095186248,378.79630608912055,168.86558052725718,311.21717862975356,192.21109728594752,448.8328563651918,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4851.png,472.7992450474709,251.51988197550344,426.90131502828604,241.5757091761618,371.16330707661893,237.34538504469032,608.0791649519169,310.70867122985663,566.3392333984375,214.63729858398438,455.0626525878906,123.92308807373047,354.6138000488281,163.98760986328125,290.2178649902344,213.55093383789062,447.19146728515625,422.30908203125
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4851.png,472.7992450474709,251.51988197550344,426.90131502828604,241.5757091761618,371.16330707661893,237.34538504469032,608.0791649519169,310.70867122985663,566.3392333984375,214.63729858398438,455.0626525878906,123.92308807373047,354.6138000488281,163.98760986328125,290.2178649902344,213.55093383789062,447.19146728515625,422.30908203125
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4929.png,,,437.7744536900227,264.70507037872306,378.79630608912055,251.18924488684968,596.2782253674471,301.56641262928684,563.1030173419397,206.95563418617303,456.20512481530454,125.86068123493271,357.90821214713435,166.40815771055293,284.1855276460067,226.6150167198071,448.8328563651918,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img4929.png,,,437.7744536900227,264.70507037872306,378.79630608912055,251.18924488684968,596.2782253674471,301.56641262928684,563.1030173419397,206.95563418617303,456.20512481530454,125.86068123493271,357.90821214713435,166.40815771055293,284.1855276460067,226.6150167198071,448.8328563651918,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5117.png,509.2935640694185,260.2512080252416,368.70050048828125,285.93548583984375,331.78926063761276,283.20865855197326,607.6245901403109,299.62532772399726,539.3799438476562,211.76695251464844,420.3122863769531,144.04208374023438,333.2047424316406,187.30465698242188,268.80743408203125,248.38900756835938,447.52642822265625,421.0285949707031
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5117.png,509.2935640694185,260.2512080252416,368.70050048828125,285.93548583984375,331.78926063761276,283.20865855197326,607.6245901403109,299.62532772399726,539.3799438476562,211.76695251464844,420.3122863769531,144.04208374023438,333.2047424316406,187.30465698242188,268.80743408203125,248.38900756835938,447.52642822265625,421.0285949707031
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5446.png,513.9545610078546,252.4179562952018,359.13692355548653,292.96543277082196,307.5310444046971,294.1941441791741,561.8743059335876,258.56151333696243,502.89615833268545,188.5249630608912,377.5675946807685,159.03588926044017,300.15877595458437,214.32790263628584,253.46774243720347,292.96543277082196,448.8328563651918,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5446.png,513.9545610078546,252.4179562952018,359.13692355548653,292.96543277082196,307.5310444046971,294.1941441791741,561.8743059335876,258.56151333696243,502.89615833268545,188.5249630608912,377.5675946807685,159.03588926044017,300.15877595458437,214.32790263628584,253.46774243720347,292.96543277082196,448.8328563651918,419.52270783109105
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5489.png,489.9876708984375,256.59136962890625,326.95306396484375,487.4185791015625,295.1628112792969,464.83612060546875,560.1752239642317,252.28726925231757,458.1248779296875,195.0214080810547,330.0107421875,215.61158752441406,264.06992328755643,306.0679325821963,239.48837280273438,392.0777587890625,447.0066223144531,420.0781555175781
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5489.png,489.9876708984375,256.59136962890625,326.95306396484375,487.4185791015625,295.1628112792969,464.83612060546875,560.1752239642317,252.28726925231757,458.1248779296875,195.0214080810547,330.0107421875,215.61158752441406,264.06992328755643,306.0679325821963,239.48837280273438,392.0777587890625,447.0066223144531,420.0781555175781
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5633.png,510.2684267827982,254.87537911190606,341.93496383855677,305.2525468543432,302.6161987712886,304.0238354459911,592.5920911423908,285.5931643207092,532.3852321331365,209.41305700287728,403.37053425616307,163.95073489384868,303.8449101796408,218.01403686134222,248.55289680379497,281.90703009565283,448.8328563651918,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5633.png,510.2684267827982,254.87537911190606,341.93496383855677,305.2525468543432,302.6161987712886,304.0238354459911,592.5920911423908,285.5931643207092,532.3852321331365,209.41305700287728,403.37053425616307,163.95073489384868,303.8449101796408,218.01403686134222,248.55289680379497,281.90703009565283,448.8328563651918,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5702.png,466.8641052246094,237.79835510253906,394.2213134765625,272.4296569824219,349.855799281548,264.13856764438225,595.2337923584648,295.38114390353576,540.9157104492188,200.6991424560547,420.4626770019531,137.20620727539062,326.6633605957031,189.00039672851562,263.4317321777344,251.5977020263672,446.178466796875,419.77044677734375
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5702.png,466.8641052246094,237.79835510253906,394.2213134765625,272.4296569824219,349.855799281548,264.13856764438225,595.2337923584648,295.38114390353576,540.9157104492188,200.6991424560547,420.4626770019531,137.20620727539062,326.6633605957031,189.00039672851562,263.4317321777344,251.5977020263672,446.178466796875,419.77044677734375
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5986.png,474.6357959405865,252.4179562952018,286.6429504627109,370.37425149700596,280.49939342095035,317.53966093786454,603.6504938175599,289.2792985457656,545.9010576250099,202.04078855276452,421.801205381445,147.97748658527098,328.4191383466833,187.296251652539,257.1538766622599,243.81697643673687,447.6041449568397,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img5986.png,474.6357959405865,252.4179562952018,286.6429504627109,370.37425149700596,280.49939342095035,317.53966093786454,603.6504938175599,289.2792985457656,545.9010576250099,202.04078855276452,421.801205381445,147.97748658527098,328.4191383466833,187.296251652539,257.1538766622599,243.81697643673687,447.6041449568397,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6018.png,426.2456970214844,250.06700134277344,396.2690637038057,245.8872107453809,347.4076664864772,262.5224860666217,608.0251868722858,291.15885902628463,543.4107055664062,205.8380126953125,419.06927490234375,145.12318420410156,319.5782470703125,190.30133056640625,259.67755126953125,247.9396514892578,447.8981628417969,421.8548583984375
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6018.png,426.2456970214844,250.06700134277344,396.2690637038057,245.8872107453809,347.4076664864772,262.5224860666217,608.0251868722858,291.15885902628463,543.4107055664062,205.8380126953125,419.06927490234375,145.12318420410156,319.5782470703125,190.30133056640625,259.67755126953125,247.9396514892578,447.8981628417969,421.8548583984375
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6170.png,,,345.73541259765625,297.43841552734375,311.2403259277344,309.527587890625,563.5432889579253,267.6687593994805,486.87054443359375,187.1742401123047,354.7919616699219,159.26048278808594,269.4450378417969,247.18280029296875,238.9311981201172,324.08245849609375,447.003662109375,420.2076416015625
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6170.png,,,345.73541259765625,297.43841552734375,311.2403259277344,309.527587890625,563.5432889579253,267.6687593994805,486.87054443359375,187.1742401123047,354.7919616699219,159.26048278808594,269.4450378417969,247.18280029296875,238.9311981201172,324.08245849609375,447.003662109375,420.2076416015625
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6298.png,496.5538330078125,258.5904235839844,292.54229736328125,353.2381591796875,269.4034423828125,318.4250183105469,597.5049232004108,282.28625723707313,528.1708984375,198.34933471679688,403.4402160644531,147.74649047851562,313.54315185546875,195.94740295410156,258.2676086425781,269.94915771484375,447.7207336425781,420.76470947265625
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6298.png,496.5538330078125,258.5904235839844,292.54229736328125,353.2381591796875,269.4034423828125,318.4250183105469,597.5049232004108,282.28625723707313,528.1708984375,198.34933471679688,403.4402160644531,147.74649047851562,313.54315185546875,195.94740295410156,258.2676086425781,269.94915771484375,447.7207336425781,420.76470947265625
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6428.png,456.99884033203125,252.68740844726562,305.8335876464844,426.6678771972656,294.4320373535156,407.29595947265625,492.6887512207031,233.345947265625,393.4419860839844,198.0633544921875,285.2595069055211,233.36430290893202,259.30181884765625,342.71221923828125,285.1845703125,406.78857421875,447.6693420410156,421.8491516113281
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6428.png,456.99884033203125,252.68740844726562,305.8335876464844,426.6678771972656,294.4320373535156,407.29595947265625,492.6887512207031,233.345947265625,393.4419860839844,198.0633544921875,285.2595069055211,233.36430290893202,259.30181884765625,342.71221923828125,285.1845703125,406.78857421875,447.6693420410156,421.8491516113281
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6459.png,,,,,,,356.46734619140625,265.45330810546875,259.6833801269531,325.2663879394531,279.66485641032125,420.4126868547237,,,,,446.1565856933594,421.6679382324219
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6459.png,,,,,,,356.46734619140625,265.45330810546875,259.6833801269531,325.2663879394531,279.66485641032125,420.4126868547237,,,,,446.1565856933594,421.6679382324219
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6480.png,312.44589003810563,344.5713119216113,,,,,337.02011820514815,272.0773388288358,265.75485652072484,355.62971459678045,312.44589003810563,462.5276071234155,,,,,451.29027918189604,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6480.png,312.44589003810563,344.5713119216113,,,,,337.02011820514815,272.0773388288358,265.75485652072484,355.62971459678045,312.44589003810563,462.5276071234155,,,,,451.29027918189604,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6512.png,310.052978515625,349.6207853133779,,,,,309.48593655829575,321.3758620082595,289.3223900495732,398.2183321709488,327.72320556640625,485.3660583496094,373.4702453613281,531.3548583984375,,,448.2181091308594,421.777587890625
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6512.png,310.052978515625,349.6207853133779,,,,,309.48593655829575,321.3758620082595,289.3223900495732,398.2183321709488,327.72320556640625,485.3660583496094,373.4702453613281,531.3548583984375,,,448.2181091308594,421.777587890625
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6555.png,,,,,,,,,,,,,,,,,445.71893310546875,422.1084289550781
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6555.png,,,,,,,,,,,,,,,,,445.71893310546875,422.1084289550781
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6653.png,,,,,,,590.0215638787615,336.0030532933031,535.3645629882812,262.6603088378906,443.9270324707031,224.00250244140625,352.3877868652344,261.35821533203125,,,446.22882080078125,422.1790466308594
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6653.png,,,,,,,590.0215638787615,336.0030532933031,535.3645629882812,262.6603088378906,443.9270324707031,224.00250244140625,352.3877868652344,261.35821533203125,,,446.22882080078125,422.1790466308594
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6656.png,,,,,,,,,544.6723462166578,264.70507037872306,448.8328563651918,225.38630531145498,355.4507893304301,268.39120460377944,321.04686989657057,318.76837234621667,448.8328563651918,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6656.png,,,,,,,,,544.6723462166578,264.70507037872306,448.8328563651918,225.38630531145498,355.4507893304301,268.39120460377944,321.04686989657057,318.76837234621667,448.8328563651918,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6659.png,,,,,,,580.5989379882812,322.821533203125,534.9019165039062,248.88319396972656,447.3876647949219,217.9668426513672,355.52447509765625,259.99981689453125,,,447.9315490722656,423.9651184082031
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6659.png,,,,,,,580.5989379882812,322.821533203125,534.9019165039062,248.88319396972656,447.3876647949219,217.9668426513672,355.52447509765625,259.99981689453125,,,447.9315490722656,423.9651184082031
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6700.png,,,,,,,608.5230712890625,340.0701599121094,546.0096435546875,263.86724853515625,445.04595947265625,222.58609008789062,349.9709777832031,266.4704895019531,311.0670166015625,321.5872497558594,447.3045959472656,422.4328918457031
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6700.png,,,,,,,608.5230712890625,340.0701599121094,546.0096435546875,263.86724853515625,445.04595947265625,222.58609008789062,349.9709777832031,266.4704895019531,311.0670166015625,321.5872497558594,447.3045959472656,422.4328918457031
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6768.png,,,,,,,564.9827650844314,241.68217187506644,480.2505798339844,196.32862854003906,398.07763671875,229.8604278564453,349.91241455078125,276.13531494140625,,,445.1531066894531,420.7410583496094
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6768.png,,,,,,,564.9827650844314,241.68217187506644,480.2505798339844,196.32862854003906,398.07763671875,229.8604278564453,349.91241455078125,276.13531494140625,,,445.1531066894531,420.7410583496094
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6812.png,,,,,,,561.8743059335876,243.81697643673687,479.550641573995,203.2694999611167,,,,,,,447.6041449568397,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6812.png,,,,,,,561.8743059335876,243.81697643673687,479.550641573995,203.2694999611167,,,,,,,447.6041449568397,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6820.png,,,,,,,558.5950317382812,240.6831817626953,480.4841613769531,200.9027862548828,395.57049560546875,231.6261749267578,,,,,445.372802734375,419.4636535644531
labeled-data\AG6982_3_20210522_100fps_eRAMP_L\img6820.png,,,,,,,558.5950317382812,240.6831817626953,480.4841613769531,200.9027862548828,395.57049560546875,231.6261749267578,,,,,445.372802734375,419.4636535644531
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0018.png,395.9982658060503,265.9337817870752,350.5359436970216,256.1040905202582,,,474.6357959405865,306.48125826269535,469.720950307178,181.15269461077844,421.801205381445,102.51516447624226,,,,,418.1150711563887,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0018.png,395.9982658060503,265.9337817870752,350.5359436970216,256.1040905202582,,,474.6357959405865,306.48125826269535,469.720950307178,181.15269461077844,421.801205381445,102.51516447624226,,,,,418.1150711563887,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0270.png,392.51458740234375,266.248046875,350.0063781738281,255.32345816480756,,,472.1216735839844,303.24627685546875,467.9324035644531,184.10971069335938,419.4978332519531,105.54251861572266,,,,,414.1119689941406,419.80419921875
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0270.png,392.51458740234375,266.248046875,350.0063781738281,255.32345816480756,,,472.1216735839844,303.24627685546875,467.9324035644531,184.10971069335938,419.4978332519531,105.54251861572266,,,,,414.1119689941406,419.80419921875
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0413.png,301.3071162283667,294.18743896484375,289.87858604207463,309.1946866630034,293.72930908203125,283.734619140625,471.008544921875,264.091552734375,419.6805359237959,143.05092297316764,333.85490766229054,127.87272834140026,276.4327425186533,201.09308544941803,,,414.28814697265625,419.9509582519531
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0413.png,301.3071162283667,294.18743896484375,289.87858604207463,309.1946866630034,293.72930908203125,283.734619140625,471.008544921875,264.091552734375,419.6805359237959,143.05092297316764,333.85490766229054,127.87272834140026,276.4327425186533,201.09308544941803,,,414.28814697265625,419.9509582519531
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0831.png,495.5238898825727,263.47635897037094,355.4507893304301,285.5931643207092,311.21717862975356,265.9337817870752,571.7039972004046,253.64666770355393,526.2416750913759,204.49821136946878,427.9447624232057,144.29135236021455,351.7646551053738,193.4398086942997,287.8716618710631,258.56151333696243,414.42893693133226,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0831.png,495.5238898825727,263.47635897037094,355.4507893304301,285.5931643207092,311.21717862975356,265.9337817870752,571.7039972004046,253.64666770355393,526.2416750913759,204.49821136946878,427.9447624232057,144.29135236021455,351.7646551053738,193.4398086942997,287.8716618710631,258.56151333696243,414.42893693133226,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0891.png,403.37053425616307,264.70507037872306,279.2706820125982,347.02873473831556,255.92516525390772,328.5980636130337,511.4971381911504,227.84372812815923,458.6625476320089,197.12594291935602,334.5626953884439,177.466560385722,274.35583637918967,254.87537911190606,,,413.2002255229801,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img0891.png,403.37053425616307,264.70507037872306,279.2706820125982,347.02873473831556,255.92516525390772,328.5980636130337,511.4971381911504,227.84372812815923,458.6625476320089,197.12594291935602,334.5626953884439,177.466560385722,274.35583637918967,254.87537911190606,,,413.2002255229801,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img1033.png,386.1685745392333,276.9921844622443,319.8181584882184,329.8267750213858,297.7013531378801,297.88027840423047,521.3268294579674,313.85352671280816,477.09321875729074,213.09919122793372,383.71115172252905,155.34975503538374,307.5310444046971,221.7001710863986,279.2706820125982,272.0773388288358,418.1150711563887,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img1033.png,386.1685745392333,276.9921844622443,319.8181584882184,329.8267750213858,297.7013531378801,297.88027840423047,521.3268294579674,313.85352671280816,477.09321875729074,213.09919122793372,383.71115172252905,155.34975503538374,307.5310444046971,221.7001710863986,279.2706820125982,272.0773388288358,418.1150711563887,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img1410.png,410.7428027062758,256.1040905202582,291.55779609611943,323.68321797962517,270.66970215413335,305.2525468543432,486.92291002410775,249.9605334784975,439.0031650983748,178.6952717940742,328.4191383466833,150.43490940197523,281.7281048293024,233.98728516991986,,,414.42893693133226,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img1410.png,410.7428027062758,256.1040905202582,291.55779609611943,323.68321797962517,270.66970215413335,305.2525468543432,486.92291002410775,249.9605334784975,439.0031650983748,178.6952717940742,328.4191383466833,150.43490940197523,281.7281048293024,233.98728516991986,,,414.42893693133226,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img1913.png,,,435.2510681152344,292.9938049316406,406.91876220703125,258.0872802734375,561.4104614257812,407.49071233262725,585.1959228515625,333.5026550292969,549.66650390625,224.31752014160156,451.9800109863281,182.97230529785156,343.9264221191406,194.89666748046875,416.8565368652344,422.9447937011719
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img1913.png,,,435.2510681152344,292.9938049316406,406.91876220703125,258.0872802734375,561.4104614257812,407.49071233262725,585.1959228515625,333.5026550292969,549.66650390625,224.31752014160156,451.9800109863281,182.97230529785156,343.9264221191406,194.89666748046875,416.8565368652344,422.9447937011719
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2499.png,,,404.59924566451525,285.5931643207092,371.4240376390078,241.3595536200326,571.7039972004046,398.6346138891049,588.9059569173344,332.28419783809005,543.4436348083057,219.24274826969435,452.5189905902482,195.89723151100395,345.6210980636131,235.21599657827198,415.65764833968444,428.12368768955594
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2499.png,,,404.59924566451525,285.5931643207092,371.4240376390078,241.3595536200326,571.7039972004046,398.6346138891049,588.9059569173344,332.28419783809005,543.4436348083057,219.24274826969435,452.5189905902482,195.89723151100395,345.6210980636131,235.21599657827198,415.65764833968444,428.12368768955594
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2514.png,542.9197998046875,336.0400695800781,401.97406005859375,273.8499755859375,386.2392578125,220.91612243652344,568.0046513497583,405.0518873988845,583.64501953125,327.75726318359375,539.4852294921875,224.1199493408203,459.9635925292969,183.96014404296875,338.4810791015625,239.54737854003906,414.2770690917969,420.7610168457031
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2514.png,542.9197998046875,336.0400695800781,401.97406005859375,273.8499755859375,386.2392578125,220.91612243652344,568.0046513497583,405.0518873988845,583.64501953125,327.75726318359375,539.4852294921875,224.1199493408203,459.9635925292969,183.96014404296875,338.4810791015625,239.54737854003906,414.2770690917969,420.7610168457031
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2582.png,,,278.0419706042461,376.51780853876664,255.92516525390772,323.68321797962517,,,544.6723462166578,240.1308422116805,451.29027918189604,197.12594291935602,335.7914067967961,220.47145967804647,241.1806283536822,261.0189361536667,418.1150711563887,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2582.png,,,278.0419706042461,376.51780853876664,255.92516525390772,323.68321797962517,,,544.6723462166578,240.1308422116805,451.29027918189604,197.12594291935602,335.7914067967961,220.47145967804647,241.1806283536822,261.0189361536667,418.1150711563887,426.8949762812038
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2724.png,526.2416750913759,318.76837234621667,405.8279570728673,264.70507037872306,362.82305778054285,252.4179562952018,599.9643595925036,351.94358037172407,574.1614200171089,257.3328019286103,495.5238898825727,168.86558052725718,384.93986313088124,172.5517147523135,298.9300645462323,193.4398086942997,414.42893693133226,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2724.png,526.2416750913759,318.76837234621667,405.8279570728673,264.70507037872306,362.82305778054285,252.4179562952018,599.9643595925036,351.94358037172407,574.1614200171089,257.3328019286103,495.5238898825727,168.86558052725718,384.93986313088124,172.5517147523135,298.9300645462323,193.4398086942997,414.42893693133226,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2819.png,536.0713663581929,323.68321797962517,352.99336651372585,284.3644529123571,319.8181584882184,249.9605334784975,582.7623998755738,342.11388910490706,563.1030173419397,258.56151333696243,474.6357959405865,161.49331207714442,351.7646551053738,171.32300334396143,280.49939342095035,203.2694999611167,411.971514114628,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img2819.png,536.0713663581929,323.68321797962517,352.99336651372585,284.3644529123571,319.8181584882184,249.9605334784975,582.7623998755738,342.11388910490706,563.1030173419397,258.56151333696243,474.6357959405865,161.49331207714442,351.7646551053738,171.32300334396143,280.49939342095035,203.2694999611167,411.971514114628,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3025.png,,,375.1101718640641,268.39120460377944,375.1101718640641,222.92888249475072,576.6188428338131,424.43755346449956,591.3633797340386,335.97033206314643,560.6455945252354,224.15759390310285,467.26352749047373,181.15269461077844,356.6795007387823,176.23784897736994,416.8863597480365,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3025.png,,,375.1101718640641,268.39120460377944,375.1101718640641,222.92888249475072,576.6188428338131,424.43755346449956,591.3633797340386,335.97033206314643,560.6455945252354,224.15759390310285,467.26352749047373,181.15269461077844,356.6795007387823,176.23784897736994,416.8863597480365,425.6662648728517
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3223.png,510.5355787875725,274.21155020582313,300.8241882324219,306.2718200683594,289.9320373535156,266.9183654785156,,,530.1588745117188,228.8770294189453,452.94378662109375,183.12515258789062,357.8002267717824,182.63455739040955,261.6833801269531,198.26953125,414.253173828125,420.8704528808594
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3223.png,510.5355787875725,274.21155020582313,300.8241882324219,306.2718200683594,289.9320373535156,266.9183654785156,,,530.1588745117188,228.8770294189453,452.94378662109375,183.12515258789062,357.8002267717824,182.63455739040955,261.6833801269531,198.26953125,414.253173828125,420.8704528808594
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3280.png,,,268.2122793374291,435.4959561396687,241.1806283536822,414.60786219768255,477.09321875729074,221.7001710863986,408.2853798895716,183.6101174274827,286.6429504627109,230.30115094486348,221.5212458200482,307.7099696710475,166.22923244420247,375.28909713041446,416.8863597480365,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3280.png,,,268.2122793374291,435.4959561396687,241.1806283536822,414.60786219768255,477.09321875729074,221.7001710863986,408.2853798895716,183.6101174274827,286.6429504627109,230.30115094486348,221.5212458200482,307.7099696710475,166.22923244420247,375.28909713041446,416.8863597480365,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3388.png,494.1958336530888,287.51613863701675,401.07489013671875,267.207275390625,348.2818730294458,250.89184547648,592.1861239014336,341.12285063835776,550.1633911132812,233.5287322998047,474.9043273925781,146.6696014404297,365.5645446777344,170.789306640625,283.59100341796875,208.88662719726562,414.2881774902344,419.0787353515625
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img3388.png,494.1958336530888,287.51613863701675,401.07489013671875,267.207275390625,348.2818730294458,250.89184547648,592.1861239014336,341.12285063835776,550.1633911132812,233.5287322998047,474.9043273925781,146.6696014404297,365.5645446777344,170.789306640625,283.59100341796875,208.88662719726562,414.2881774902344,419.0787353515625
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img4155.png,419.64980608249437,262.1545128523075,357.7084655761719,323.16033935546875,309.0013122558594,306.4374694824219,574.7161278425419,315.2176433978254,528.322998046875,228.4958953857422,411.32049560546875,159.7555389404297,301.69244384765625,223.7476043701172,249.92080688476562,296.6909484863281,413.2118225097656,420.0968322753906
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img4155.png,419.64980608249437,262.1545128523075,357.7084655761719,323.16033935546875,309.0013122558594,306.4374694824219,574.7161278425419,315.2176433978254,528.322998046875,228.4958953857422,411.32049560546875,159.7555389404297,301.69244384765625,223.7476043701172,249.92080688476562,296.6909484863281,413.2118225097656,420.0968322753906
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img4613.png,387.3972859475855,263.47635897037094,265.75485652072484,450.24049303989426,238.72320553697796,410.9217279726262,539.7575005832493,259.79022474531456,489.380332840812,202.04078855276452,360.3656349638386,183.6101174274827,258.3825880706121,257.3328019286103,209.23413173652693,334.7416206547943,415.65764833968444,421.9801306477953
